n_periods,n_nonzero,adi,zero_share,cv2,spike_ratio,seasonal_strength,intermittency_sub,cv2_sub,spike_sub,score,risk_band,scorable,seasonal_exempt,orig_score
36,3,12.0,0.9166666666666666,0.4447709978926194,1.0,0.28754002558755787,1.0,0.2596946638568259,0.0,0.49089313234988907,medium,True,False,0.7783135116264671
36,17,2.1176470588235294,0.5277777777777778,1.638334568433797,89.89019734477525,0.18252855791174927,0.17043740573152338,1.0,1.0,0.6681749622926093,high,True,False,0.6745537958773253
36,1,36.0,0.9722222222222222,,,0.31428571428571395,,,,,manual_review,False,False,0.4930555555555556
36,5,7.2,0.8611111111111112,2.491349480968858,10.599999999999998,0.30089240612897816,1.0,1.0,1.0,1.0,high,True,False,0.9652777777777778
36,6,6.0,0.8333333333333334,2.7805111783216128,8.0,0.30208952876449935,1.0,1.0,1.0,1.0,high,True,False,0.9583333333333334
36,16,2.25,0.5555555555555556,0.5535377308883558,1.5187120402871401,0.06083706847607495,0.1987179487179487,0.4047169745178077,0.5187120402871401,0.35081613064019723,medium,True,False,0.6885683760683761
36,6,6.0,0.8333333333333334,0.7213572274700858,2.858185313926104,0.2558750746955861,1.0,0.6284763032934477,1.0,0.8699667061527068,high,True,False,0.9583333333333334
36,7,5.142857142857143,0.8055555555555556,0.444844171479183,2.0,0.22411180702380495,0.816849816849817,0.25979222863891066,1.0,0.6676672067635455,high,True,False,0.835858443919911
36,12,3.0,0.6666666666666666,9.43560135942238,52.5671549783117,0.31484397616701076,0.358974358974359,1.0,1.0,0.7435897435897436,high,True,False,0.7564102564102564
36,10,3.6,0.7222222222222222,0.34986543637062667,2.183333333333333,0.23818350324374393,0.4871794871794873,0.13315391516083555,1.0,0.4914756651780874,medium,True,False,0.6563769235698301
36,27,1.3333333333333333,0.25,0.3271836541462176,1.8698125246414283,0.2218905490336638,0.00284900284900282,0.10291153886162345,0.8698125246414283,0.2546117709015264,low,True,False,0.393611890447894
36,3,12.0,0.9166666666666666,1.818469895880489,7.3,0.3072384158766722,1.0,1.0,1.0,1.0,high,True,False,0.9791666666666666
36,4,9.0,0.8888888888888888,0.0,1.0,0.2500000000000001,1.0,0.0,0.0,0.4,medium,True,False,0.4722222222222222
36,11,3.272727272727273,0.6944444444444444,0.5796229884862246,2.5386567124758996,0.18984357604924884,0.41724941724941733,0.43949731798163283,1.0,0.5707238281933384,medium,True,False,0.7779234654234655
36,25,1.44,0.3055555555555556,0.4201832311686246,1.832499999999999,0.12516818021888454,0.02564102564102562,0.22691097489149947,0.8324999999999989,0.2978002514684348,low,True,False,0.5100733444331292
36,1,36.0,0.9722222222222222,,,0.31428571428571395,,,,,manual_review,False,False,0.4930555555555556
36,9,4.0,0.75,1.0428003845380145,3.1999999999999993,0.27549887675544626,0.5726495726495726,1.0,1.0,0.829059829059829,high,True,False,0.8306623931623931
36,5,7.2,0.8611111111111112,0.18814878892733566,1.125,0.2418052256532064,1.0,0.0,0.125,0.43125,medium,True,False,0.5461601307189543
36,36,1.0,0.0,0.5922908764397622,3.893109989043782,0.3615416099562486,0.0,0.45638783525301624,1.0,0.4097357423385557,medium,True,False,0.5
36,1,36.0,0.9722222222222222,,,0.31428571428571417,,,,,manual_review,False,False,0.4930555555555556
36,13,2.769230769230769,0.6388888888888888,0.25217994564365226,2.0799999999999983,0.1317270328887924,0.30966469428007887,0.0029065941915363456,1.0,0.3748831856790693,medium,True,False,0.4894091725043797
36,31,1.1612903225806452,0.1388888888888889,0.3217484487468696,1.75,0.3906387785510409,0.0,0.09566459832915945,0.75,0.2209826094152058,low,True,False,0.35946018966687804
36,3,12.0,0.9166666666666666,0.0625,1.225,0.2753623188405798,1.0,0.0,0.2250000000000001,0.45625000000000004,medium,True,False,0.5416666666666666
36,1,36.0,0.9722222222222222,,,0.31428571428571395,,,,,manual_review,False,False,0.4930555555555556
36,12,3.0,0.6666666666666666,0.3472371884204878,1.9076000094413756,0.20786070110831434,0.358974358974359,0.12964958456065037,0.9076000094413756,0.41586710054631515,medium,True,False,0.6076989943482645
36,3,12.0,0.9166666666666666,1.4304971317363526,4.6,0.3036297444789201,1.0,1.0,1.0,1.0,high,True,False,0.9791666666666666
36,17,2.1176470588235294,0.5277777777777778,0.3110834752390016,2.274025629032953,0.2182159477238682,0.17043740573152338,0.08144463365200212,1.0,0.3466805840708101,medium,True,False,0.4668556470551434
36,4,9.0,0.8888888888888888,1.6535869996036465,5.314285714285712,0.2985417313062364,1.0,1.0,1.0,1.0,high,True,False,0.9722222222222222
36,15,2.4,0.5833333333333334,0.8175123080440221,3.3605511113222213,0.160954245903855,0.23076923076923075,0.7566830773920294,1.0,0.6071467693949026,medium,True,False,0.7035256410256411
36,2,18.0,0.9444444444444444,,,0.3023255813953485,,,,,manual_review,False,False,0.8611111111111112
36,36,1.0,0.0,0.14166769926418848,2.0700123595572837,0.5093141523685487,0.0,0.0,1.0,0.25,low,True,False,0.25
36,17,2.1176470588235294,0.5277777777777778,0.9118904554304703,4.014755588107636,0.21048248085905885,0.17043740573152338,0.8825206072406271,1.0,0.6270571748268288,medium,True,False,0.6745537958773253
36,4,9.0,0.8888888888888888,2.6702611194372,11.581805388397377,0.30771621295472695,1.0,1.0,1.0,1.0,high,True,False,0.9722222222222222
36,23,1.565217391304348,0.3611111111111111,1.2451843305996622,3.258747789235114,0.2762603422250851,0.05239687848383501,1.0,1.0,0.620958751393534,medium,True,False,0.6033769973987365
36,12,3.0,0.6666666666666666,0.5027973907307419,2.6125,0.14959879240486218,0.358974358974359,0.33706318764098925,1.0,0.5115618592640898,medium,True,False,0.7564102564102564
36,11,3.272727272727273,0.6944444444444444,2.889683566132498,39.68430023193359,0.27201974041140775,0.41724941724941733,1.0,1.0,0.7668997668997669,high,True,False,0.7779234654234655
36,2,18.0,0.9444444444444444,,,0.29436002337929357,,,,,manual_review,False,False,0.5052708534847574
36,15,2.4,0.5833333333333334,0.425529283735655,2.26,0.4208357857563274,0.23076923076923075,0.23403904498087336,1.0,0.424221358050998,medium,True,False,0.6363686449169483
36,12,3.0,0.6666666666666666,0.552051012679876,1.9818181818181815,0.18783897334046318,0.358974358974359,0.402734683573168,0.9818181818181815,0.5300014282948977,medium,True,False,0.7564102564102564
36,3,12.0,0.9166666666666666,0.14285714285714288,1.5999999999999999,0.2784313725490195,1.0,0.0,0.5999999999999999,0.55,medium,True,False,0.5863095238095237
36,30,1.2,0.16666666666666666,0.7465956993472718,4.111562826467112,0.1921448582509635,0.0,0.6621275991296957,1.0,0.4817446596953935,medium,True,False,0.5416666666666667
36,36,1.0,0.0,0.6487121753358409,3.9383886350254187,0.32744272763753346,0.0,0.5316162337811212,1.0,0.43606568182339245,medium,True,False,0.5
36,2,18.0,0.9444444444444444,,,0.2941176470588236,,,,,manual_review,False,False,0.4861111111111111
36,18,2.0,0.5,0.14547565429277595,1.7319725066323026,0.1333748776046304,0.14529914529914528,0.0,0.7319725066323026,0.24111278477773376,low,True,False,0.3851568083544963
36,19,1.894736842105263,0.4722222222222222,1.557990272116568,5.397600030899032,0.213533022862326,0.12280701754385961,1.0,1.0,0.6491228070175439,medium,True,False,0.6487573099415205
36,12,3.0,0.6666666666666666,0.32801184861592925,2.4591639516420667,0.10360928736203989,0.358974358974359,0.10401579815457233,1.0,0.42999527294384393,medium,True,False,0.5876725987185161
36,25,1.44,0.3055555555555556,1.5360590231479188,16.56987590451852,0.1354880275645265,0.02564102564102562,1.0,1.0,0.6102564102564102,medium,True,False,0.5827991452991452
36,2,18.0,0.9444444444444444,,,0.2944593046873587,,,,,manual_review,False,False,0.5088879789940182
36,5,7.2,0.8611111111111112,0.4263459180871353,2.5854110277074103,0.4229235303345181,1.0,0.23512789078284704,1.0,0.7322947617739965,high,True,False,0.8934986780253756
36,6,6.0,0.8333333333333334,0.6954552324822151,2.0,0.27813461180310306,1.0,0.5939403099762868,1.0,0.8578791084917003,high,True,False,0.9321172887955604
36,30,1.2,0.16666666666666666,1.5393394769063098,8.46355633285709,0.18794856629500278,0.0,1.0,1.0,0.6,medium,True,False,0.5416666666666667
36,25,1.44,0.3055555555555556,0.7712889105745615,3.198000121116634,0.2728229140334725,0.02564102564102562,0.695051880766082,1.0,0.503524568524539,medium,True,False,0.5827991452991452
36,16,2.25,0.5555555555555556,0.3363163371488034,1.75,0.2727272727272726,0.1987179487179487,0.11508844953173784,0.75,0.30726813682328774,low,True,False,0.5284812272650463
36,23,1.565217391304348,0.3611111111111111,1.9667324854806065,48.71903459821428,0.7625271004080005,0.05239687848383501,1.0,1.0,0.620958751393534,low,True,True,0.6033769973987365
36,5,7.2,0.8611111111111112,0.2949332223040697,1.0,0.4856092769855801,1.0,0.05991096307209295,0.0,0.4209688370752325,medium,True,False,0.6109528795541591
36,6,6.0,0.8333333333333334,0.5347614524313108,2.6500600590136068,0.2464577259729115,1.0,0.37968193657508104,1.0,0.7828886778012784,high,True,False,0.9521849061459824
36,3,12.0,0.9166666666666666,1.6875,9.1,0.30612244897959184,1.0,1.0,1.0,1.0,high,True,False,0.9791666666666666
36,1,36.0,0.9722222222222222,,,0.31428571428571395,,,,,manual_review,False,False,0.4930555555555556
36,1,36.0,0.9722222222222222,,,0.3142857142857144,,,,,manual_review,False,False,0.4930555555555556
36,32,1.125,0.1111111111111111,0.10669127515383081,1.272628045872831,0.3474669611237212,0.0,0.0,0.27262804587283096,0.06815701146820774,low,True,False,0.169217176739406
36,4,9.0,0.8888888888888888,0.4310018903591683,1.5916666666666666,0.2722231848899671,1.0,0.24133585381222442,0.5916666666666666,0.6323842155009451,medium,True,False,0.8455484667086748
36,1,36.0,0.9722222222222222,,,0.3142857142857143,,,,,manual_review,False,False,0.4930555555555556
36,1,36.0,0.9722222222222222,,,0.31428571428571395,,,,,manual_review,False,False,0.4930555555555556
36,1,36.0,0.9722222222222222,,,0.31428571428571395,,,,,manual_review,False,False,0.4930555555555556
36,4,9.0,0.8888888888888888,0.3303569327855121,2.196098183685878,0.26816494841836225,1.0,0.10714257704734946,1.0,0.6874999019665724,high,True,False,0.7657656126564297
36,4,9.0,0.8888888888888888,0.8950617283950618,2.6103448275862067,0.2858555885262116,1.0,0.860082304526749,1.0,0.9510288065843622,high,True,False,0.9722222222222222
36,26,1.3846153846153846,0.2777777777777778,0.734192567982505,3.5584028684200155,0.4103126988600213,0.013806706114398402,0.6455900906433399,1.0,0.4814792141709283,medium,True,False,0.5728961209730441
36,3,12.0,0.9166666666666666,0.25,1.45,0.28205128205128216,1.0,0.0,0.44999999999999996,0.5125,medium,True,False,0.6041666666666666
36,1,36.0,0.9722222222222222,,,0.31428571428571395,,,,,manual_review,False,False,0.4930555555555556
36,8,4.5,0.7777777777777778,0.6308257125875474,3.371933285395303,0.33130651045076365,0.6794871794871795,0.5077676167833965,1.0,0.6995135376690607,high,True,False,0.8643162393162394
36,4,9.0,0.8888888888888888,3.198082967692293,21.39999999999999,0.3108009605343002,1.0,1.0,1.0,1.0,high,True,False,0.9722222222222222
36,27,1.3333333333333333,0.25,0.7739703864590071,4.466666666666666,0.30140415479476723,0.00284900284900282,0.6986271819453428,1.0,0.4956591148204711,medium,True,False,0.5632122507122508
36,25,1.44,0.3055555555555556,0.7233872481355902,3.209638718030871,0.2685749106538412,0.02564102564102562,0.6311829975141202,1.0,0.4811704593863523,medium,True,False,0.5827991452991452
36,4,9.0,0.8888888888888888,0.48,2.2749999999999995,0.2740213523131675,1.0,0.30666666666666664,1.0,0.7573333333333333,high,True,False,0.9618055555555556
36,23,1.565217391304348,0.3611111111111111,2.1145079742084336,3.2389176368402786,0.1624920409845545,0.05239687848383501,1.0,1.0,0.620958751393534,medium,True,False,0.6033769973987365
36,8,4.5,0.7777777777777778,0.35585477152953476,2.0343189383910425,0.19731161681761744,0.6794871794871795,0.141139695372713,1.0,0.5711937651753214,medium,True,False,0.6825007478049583
36,2,18.0,0.9444444444444444,,,0.298245614035088,,,,,manual_review,False,False,0.5694444444444444
36,6,6.0,0.8333333333333334,0.3196880084078496,2.166499972343445,0.23229935220760145,1.0,0.09291734454379948,1.0,0.6825210705903298,high,True,False,0.7220703313939708
36,36,1.0,0.0,0.046749030261691304,1.4764686164678686,0.7433370299946667,0.0,0.0,0.47646861646786864,0.11911715411696716,low,True,True,0.12020276035495503
36,2,18.0,0.9444444444444444,,,0.2941176470588235,,,,,manual_review,False,False,0.4861111111111111
36,16,2.25,0.5555555555555556,0.9018229521668338,3.9845292325942694,0.45588113774765204,0.1987179487179487,0.8690972695557785,1.0,0.6336712238317019,medium,True,False,0.6885683760683761
36,19,1.894736842105263,0.4722222222222222,0.47730436811643623,2.0058398000111977,0.20836200258426085,0.12280701754385961,0.30307249082191495,1.0,0.4051981788052141,medium,True,False,0.6355326933961415
36,12,3.0,0.6666666666666666,3.0109523747954587,25.35772154644738,0.26858932114926404,0.358974358974359,1.0,1.0,0.7435897435897436,high,True,False,0.7564102564102564
36,1,36.0,0.9722222222222222,,,0.31428571428571395,,,,,manual_review,False,False,0.4930555555555556
36,1,36.0,0.9722222222222222,,,0.3142857142857143,,,,,manual_review,False,False,0.4930555555555556
36,5,7.2,0.8611111111111112,0.7500973811258532,2.6102410657885393,0.269965355899916,1.0,0.6667965081678043,1.0,0.8833787778587315,high,True,False,0.9652777777777778
36,20,1.8,0.4444444444444444,4.711985308128188,46.765996908430694,0.25971708044120334,0.10256410256410256,1.0,1.0,0.641025641025641,medium,True,False,0.6367521367521367
36,2,18.0,0.9444444444444444,,,0.30232558168663926,,,,,manual_review,False,False,0.8611111139162997
36,36,1.0,0.0,0.12095534971514663,1.216289691170074,0.33774046917302036,0.0,0.0,0.21628969117007402,0.054072422792518504,low,True,False,0.08388958800678448
36,13,2.769230769230769,0.6388888888888888,1.2137925653223862,4.118882357401279,0.2250559082518594,0.30966469428007887,1.0,1.0,0.7238658777120315,high,True,False,0.7371383957922419
36,15,2.4,0.5833333333333334,1.547361623683316,4.416421723942957,0.35173513411271495,0.23076923076923075,1.0,1.0,0.6923076923076923,high,True,False,0.7035256410256411
36,1,36.0,0.9722222222222222,,,0.31428571428571395,,,,,manual_review,False,False,0.4930555555555556
36,3,12.0,0.9166666666666666,2.1945889698231005,12.7,0.3099879750756114,1.0,1.0,1.0,1.0,high,True,False,0.9791666666666666
36,18,2.0,0.5,0.3182908235294117,3.362499999999999,0.2853431392141974,0.14529914529914528,0.09105443137254891,1.0,0.33998870910005025,medium,True,False,0.48246106083459017
36,6,6.0,0.8333333333333334,1.7129109799094477,4.976166679745629,0.28820307147996704,1.0,1.0,1.0,1.0,high,True,False,0.9583333333333334
36,1,36.0,0.9722222222222222,,,0.31428571428571395,,,,,manual_review,False,False,0.4930555555555556
36,36,1.0,0.0,0.35394714668976535,2.226855458401606,0.4992883560642888,0.0,0.1385961955863538,1.0,0.29850866845522384,low,True,False,0.3582782778018389
36,33,1.0909090909090908,0.08333333333333333,0.45371658067418563,2.7997226957518593,0.44381074957007804,0.0,0.27162210756558086,1.0,0.3450677376479533,medium,True,False,0.4830381048689434
36,15,2.4,0.5833333333333334,0.09797849913793298,1.5894736842105261,0.13030968500776963,0.23076923076923075,0.0,0.5894736842105261,0.23967611336032385,low,True,False,0.3683291838732735
36,4,9.0,0.8888888888888888,0.46548323471400394,1.8999999999999997,0.2734997344662773,1.0,0.2873109796186719,0.8999999999999997,0.7255588428665352,high,True,False,0.9082223865877712
36,7,5.142857142857143,0.8055555555555556,0.32572109304666874,2.5643398388121663,0.21383094153096038,0.816849816849817,0.10096145739555833,1.0,0.6120764368283722,medium,True,False,0.7249578924613679
36,35,1.0285714285714285,0.027777777777777776,0.8644099140732292,3.0218576396693364,0.3606051008220529,0.0,0.8192132187643056,1.0,0.536724626567507,medium,True,False,0.5069444444444444
36,4,9.0,0.8888888888888888,0.18054938110515126,1.1976047784507868,0.4544383732128544,1.0,0.0,0.19760477845078683,0.44940119461269673,medium,True,False,0.5552225528960067
36,6,6.0,0.8333333333333334,0.25306122448979596,1.375,0.22692725298588456,1.0,0.004081632653061273,0.375,0.49517857142857147,medium,True,False,0.6400935374149661
36,30,1.2,0.16666666666666666,0.25578323335978254,1.4864411665376112,0.041048933404511656,0.0,0.007710977813043381,0.48644116653761116,0.12430913386896797,low,True,False,0.2390725603148236
36,16,2.25,0.5555555555555556,1.0901946624802568,2.502264505180875,0.14732665540252676,0.1987179487179487,1.0,1.0,0.6794871794871795,high,True,False,0.6885683760683761
36,32,1.125,0.1111111111111111,0.13164483064776583,1.3566032766615512,0.23054994337151835,0.0,0.0,0.3566032766615512,0.0891508191653878,low,True,False,0.13289395934292264
36,11,3.272727272727273,0.6944444444444444,0.6141500025754428,2.2402666727701823,0.17072974103851213,0.41724941724941733,0.48553333676725713,1.0,0.5868364347683069,medium,True,False,0.7779234654234655
36,1,36.0,0.9722222222222222,,,0.31428571428571395,,,,,manual_review,False,False,0.4930555555555556
36,2,18.0,0.9444444444444444,,,0.31104043434478656,,,,,manual_review,False,False,0.9477916295399847
36,1,36.0,0.9722222222222222,,,0.31428571428571395,,,,,manual_review,False,False,0.4930555555555556
36,6,6.0,0.8333333333333334,0.96,4.0,0.2653061224489798,1.0,0.9466666666666667,1.0,0.9813333333333334,high,True,False,0.9583333333333334
36,5,7.2,0.8611111111111112,0.4094480155086216,1.4928571428571427,0.25543734057787537,1.0,0.21259735401149546,0.49285714285714266,0.5976233596183091,medium,True,False,0.8232886525184505
36,9,4.0,0.75,0.6626737496094666,4.0,0.39722710838483133,0.5726495726495726,0.5502316661459554,1.0,0.6716409122109135,high,True,False,0.8126675355537702
36,4,9.0,0.8888888888888888,0.14990138067061146,1.5666666666666664,0.25935653315824037,1.0,0.0,0.5666666666666664,0.5416666666666666,medium,True,False,0.6068376068376069
36,1,36.0,0.9722222222222222,,,0.31428571428571406,,,,,manual_review,False,False,0.4930555555555556
36,36,1.0,0.0,0.07165331811882203,1.6047499876417053,0.28456155070907685,0.0,0.0,0.6047499876417053,0.15118749691042632,low,True,False,0.18052679204550376
36,13,2.769230769230769,0.6388888888888888,0.6859763963911288,3.2227496335598667,0.22929327738608585,0.30966469428007887,0.5813018618548385,1.0,0.577321529361225,medium,True,False,0.7371383957922419
36,36,1.0,0.0,0.08106380956011584,1.6164192119712844,0.6031154130381431,0.0,0.0,0.6164192119712844,0.1541048029928211,low,True,True,0.18109464923730034
36,4,9.0,0.8888888888888888,0.18083588473205472,1.199679895160704,0.26103178962087126,1.0,0.0,0.19967989516070395,0.449919973790176,medium,True,False,0.5554814539186408
36,2,18.0,0.9444444444444444,,,0.2941176470588235,,,,,manual_review,False,False,0.4861111111111111
36,3,12.0,0.9166666666666666,0.07677609341497502,1.45,0.2759323789359438,1.0,0.0,0.44999999999999996,0.5125,medium,True,False,0.5584510246666289
36,6,6.0,0.8333333333333334,0.6000000000000001,2.8333333333333335,0.27083333333333326,1.0,0.4666666666666668,1.0,0.8133333333333334,high,True,False,0.9583333333333334
36,19,1.894736842105263,0.4722222222222222,3.2576007516987247,12.34005427727184,0.23975363889714119,0.12280701754385961,1.0,1.0,0.6491228070175439,medium,True,False,0.6487573099415205
36,36,1.0,0.0,0.1826821286071376,1.7508405899457118,0.38205242718814614,0.0,0.0,0.7508405899457118,0.18771014748642795,low,True,False,0.25
36,4,9.0,0.8888888888888888,0.5190744142737295,2.220888343900337,0.31882356161219594,1.0,0.358765885698306,1.0,0.7755680599944071,high,True,False,0.9722222222222222
36,17,2.1176470588235294,0.5277777777777778,0.22871125876584025,1.7629082548378905,0.2470753274140719,0.17043740573152338,0.0,0.7629082548378905,0.258902026002082,low,True,False,0.4245537958773253
36,6,6.0,0.8333333333333334,0.45625926795273275,2.0,0.24177454550788025,1.0,0.2750123572703103,1.0,0.7462543250446086,high,True,False,0.8732317413717403
36,5,7.2,0.8611111111111112,0.42412126872699396,1.5267813731290165,0.2561990732596541,1.0,0.23216169163599196,0.5267813731290165,0.6129519353548514,medium,True,False,0.7974050886136639
36,3,12.0,0.9166666666666666,0.3372781065088758,1.6749999999999998,0.4298056155507559,1.0,0.11637080867850107,0.6749999999999998,0.6094797830374754,medium,True,False,0.7239275147928995
36,3,12.0,0.9166666666666666,0.24078849023213098,1.0259259610533915,0.2817589262639022,1.0,0.0,0.02592596105339151,0.4064814902633479,medium,True,False,0.5544992340452544
36,10,3.6,0.7222222222222222,1.7158743855066065,5.463953783227756,0.2516283097210389,0.4871794871794873,1.0,1.0,0.7948717948717949,high,True,False,0.8023504273504274
36,9,4.0,0.75,3.969151752272594,10.699999999999996,0.30871992493850664,0.5726495726495726,1.0,1.0,0.829059829059829,high,True,False,0.8306623931623931
36,20,1.8,0.4444444444444444,0.40534929785731105,2.551509094238281,0.24121468446723582,0.10256410256410256,0.2071323971430814,1.0,0.3635219800257195,medium,True,False,0.5485743220201691
36,4,9.0,0.8888888888888888,0.021579786854337504,1.2624233976323553,0.25151941119794463,1.0,0.0,0.26242339763235534,0.46560584940808886,medium,True,False,0.5268602850697832
36,19,1.894736842105263,0.4722222222222222,2.000546005877228,4.437099790573107,0.30115212160147964,0.12280701754385961,1.0,1.0,0.6491228070175439,medium,True,False,0.6487573099415205
36,10,3.6,0.7222222222222222,1.727763170980803,13.422222222222215,0.2761692609460825,0.4871794871794873,1.0,1.0,0.7948717948717949,high,True,False,0.8023504273504274
36,16,2.25,0.5555555555555556,0.7290041721844877,2.4673366834170856,0.09874057360996946,0.1987179487179487,0.6386722295793169,1.0,0.5530224598399404,medium,True,False,0.6885683760683761
36,4,9.0,0.8888888888888888,2.0468871526097265,7.039999999999997,0.3027754058563301,1.0,1.0,1.0,1.0,high,True,False,0.9722222222222222
36,2,18.0,0.9444444444444444,,,0.31332925086752395,,,,,manual_review,False,False,0.9742063492063493
36,1,36.0,0.9722222222222222,,,0.3142857142857145,,,,,manual_review,False,False,0.4930555555555556
36,8,4.5,0.7777777777777778,1.0054436414595946,3.8582250595092757,0.255205022208129,0.6794871794871795,1.0,1.0,0.8717948717948718,high,True,False,0.8643162393162394
36,13,2.769230769230769,0.6388888888888888,0.5947611704171215,2.599999999999998,0.24311051133335182,0.30966469428007887,0.459681560556162,1.0,0.5347544239066883,medium,True,False,0.7371383957922419
36,3,12.0,0.9166666666666666,1.3617043522348737,4.297600030899048,0.30288308273710773,1.0,1.0,1.0,1.0,high,True,False,0.9791666666666666
36,2,18.0,0.9444444444444444,,,0.3078966764651244,,,,,manual_review,False,False,0.9149275799870134
36,14,2.5714285714285716,0.6111111111111112,0.932320632029758,4.0098961839352665,0.2903369198835428,0.26739926739926745,0.909760842706344,1.0,0.6753760019069274,high,True,False,0.7196275946275946
36,23,1.565217391304348,0.3611111111111111,0.1256881745883898,1.4593270573424828,0.07162779728776825,0.05239687848383501,0.0,0.4593270573424828,0.1357905157291547,low,True,False,0.31319810945827325
36,9,4.0,0.75,0.22437673130193908,2.6999999999999997,0.1930734824538074,0.5726495726495726,0.0,1.0,0.479059829059829,medium,True,False,0.554346603688709
36,20,1.8,0.4444444444444444,0.8854306191912958,3.532349836826325,0.22512433852898295,0.10256410256410256,0.8472408255883944,1.0,0.587559929981579,medium,True,False,0.6367521367521367
36,2,18.0,0.9444444444444444,,,0.294952705201188,,,,,manual_review,False,False,0.5219480194013598
36,6,6.0,0.8333333333333334,3.833957699915152,20.666666666666668,0.30814320963664144,1.0,1.0,1.0,1.0,high,True,False,0.9583333333333334
36,32,1.125,0.1111111111111111,0.9065701358825633,3.8913235271006634,0.27154077660843623,0.0,0.8754268478434177,1.0,0.5563993967451961,medium,True,False,0.5277777777777778
36,36,1.0,0.0,0.14030282700072982,1.6941587823940765,0.369912457219004,0.0,0.0,0.6941587823940765,0.17353969559851912,low,True,False,0.16619644676494344
36,2,18.0,0.9444444444444444,,,0.29824561403508787,,,,,manual_review,False,False,0.5694444444444444
36,36,1.0,0.0,0.145513867629615,1.56582689841645,0.34638842384816837,0.0,0.0,0.5658268984164501,0.14145672460411252,low,True,False,0.24842637520660227
36,1,36.0,0.9722222222222222,,,0.31428571428571395,,,,,manual_review,False,False,0.4930555555555556
36,2,18.0,0.9444444444444444,,,0.30050251256281446,,,,,manual_review,False,False,0.7154903628117912
36,11,3.272727272727273,0.6944444444444444,0.8252934023923842,2.6235955056179776,0.20098162889898297,0.41724941724941733,0.7670578698565124,1.0,0.6853700213495462,high,True,False,0.7779234654234655
36,23,1.565217391304348,0.3611111111111111,1.1122294559677293,5.31606423083133,0.35739708489348354,0.05239687848383501,1.0,1.0,0.620958751393534,medium,True,False,0.6033769973987365
36,1,36.0,0.9722222222222222,,,0.31428571428571395,,,,,manual_review,False,False,0.4930555555555556
36,4,9.0,0.8888888888888888,0.09560835241028229,1.551599958207872,0.2562206456130426,1.0,0.0,0.5515999582078721,0.537899989551968,medium,True,False,0.5828360260061216
36,29,1.2413793103448276,0.19444444444444445,0.2289517940143246,2.1154116708759583,0.20573189027233385,0.0,0.0,1.0,0.25,low,True,False,0.2986111111111111
